number,tic,settledate,classend,year,Month,gap,sic,lgap,settleamt,tic.1,case,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
104839,CECO,11/4/2013,11/1/2011,2013,11,734,8200,6.5985088,27.5,CECO,"According to a press release dated January 19, 2012, the Complaint alleges that defendants misrepresented or failed to disclose material adverse facts about the Company's business and financial condition. Specifically, the complaint alleges that: (i) defendants represented that the Company??s retention rates and employment, or ""lacement"" rates following graduation were higher than they actually were (ii) defendants failed to disclose that the Company's purported Placement rates were achieved through an improper course of conduct and a manipulative use of the term ""employment"" (iii) the Company reported inflated placement rates to the Accrediting Counsel for Independent Colleges and Schools, the Accrediting Commission of Career Schools and Colleges, and its other accrediting agencies and (iv), as a result of the foregoing, defendants misrepresented the health and condition of the Company, in particular its ability to continue to receive Title IV Funding. On October 30, 2012, the Court entered an Order granting Defendants' motion to dismiss with respect to one of the individual defendants, but otherwise denied the motion.    On October 25, 2013, the parties entered into a Stipulation of Settlement.  This Settlement was preliminarily approved by the Court on November 6th.yy",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
102930,CERS,9/8/2006,9/3/2003,2006,9,1101,2830,7.003974,6,CERS,"On February 16, 2006, the Honorable Judge Jeremy Fogel issued a Final Judgment and Order of Dismissal with Prejudice, thereby approving the proposed settlement of $6,000,000. The case is now effectively closed. On September 8, 2006, a Stipulation and Agreement of Settlement was filed, and the settlement was preliminarily approved by the Order entered on November 21, 2006. According to a press release dated August 31, 2006, Cerus Corporation (CERS) announced that it has reached agreements to settle the Federal securities class action litigation that has been pending in the United States District Court for the Northern District of California and the related shareholders derivative lawsuit against certain current and former Cerus directors and officers, in the Superior Court for the County of Contra Costa. The class action and derivative lawsuits each consolidated cases that were filed in 2003 and 2004. Under terms of the settlements, which are subject to court approval, all claims against the company and other defendants will be dismissed in their entirety without admission of liability or wrongdoing by any party. In connection with the settlement of the derivative litigation, the company agreed to adopt certain corporate governance measures. The total cash settlements will be funded entirely by insurance carriers under its directors and officers liability insurance policy and will have no financial impact on Cerus. On March 23, 2004, the Court entered the Order granting the motion to appoint lead plaintiff and lead counsel, and granting in part and denying in part the motion for consolidation.  On May 24, 2004, a Consolidated Complaint was filed, and on June 17, 2004, the plaintiffs filed an Amended Consolidated Complaint.  The defendants responded by filing a motion to dismiss the Amended Consolidated Complaint.  On January 20, 2005, the Court entered the Order granting the motion to dismiss the Amended Consolidated Complaint.  On March 21, 2005, the plaintiffs filed a Second Amended Consolidated Complaint.  On May 24, 2005, the plaintiffs further filed a Third Amended Consolidated Complaint, and the defendants filed a motion to dismiss the Third Amended Consolidated Complaint. The original complaint charges Cerus and certain of its officers and directors with violations of the Securities Exchange Act of 1934. The complaint alleges that during the Class Period, defendants artificially inflated the price of Cerus stock by issuing a series of materially false and misleading statements about the company's development programme for the Intercept Blood System for Red Blood Cells (Intercept RBC), a system that applies Helinx technology for the treatment of red blood cell concentrates.  The complaint further alleges that Cerus claimed that its Helinx technology for the treatment of RBC concentrates was represented by a family of novel small molecules that could target and crosslink nucleic acids of pathogens. The complaint alleges that Cerus claimed that when S-303, one of the novel Helinx compounds, was added to blood or blood components, it would cross through cell walls or viral membranes, and then bind to and crosslink these foreign nucleic acids (DNA or RNA). Cerus claimed that this action prevented the replication of the undesired viruses, bacteria and other pathogens, cutting off their capacity to cause infection. Cerus claimed that since red blood cells do not contain nuclear DNA or RNA, S-303 and other Helinx compounds could be safely added to RBC concentrates. Cerus also stated that its Helinx technology represented a selective and targeted approach to the inactivation of the undesired viruses, bacteria and other pathogens and a way to assure the safety of the blood supply. As a result of the defendants' false statements, Cerus stock traded at inflated prices during the Class Period, causing millions of dollars of damages to the Class. On 17 May 2001, just as Cerus stock had inflated to a price of $59/share, the company sold $78 M of its own securities via a secondary offering. On 6 Jun 2003, the company again sold an additional $54.3 M worth of its own securities. The individual defendants also took advantage of the inflated value of Cerus stock to sell their own shares for proceeds of over $5.8 M. ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
104578,CGA,3/18/2014,9/1/2010,2014,3,1294,2873,7.1654935,2.5,CGA,"According to a press release dated October 15, 2010, during the Class Period, Defendants misled investors about the quality and nature of China Green's reported financial statements. The Complaint also alleges that the Company's fiscal 2010 financial statements filed with the SEC are materially false and misleading. In fact, China Green's comparable 2010 financial statements filed with Chinese authorities materially differed from the financial results set forth in the Company's SEC filings.  China Green's false and misleading statements during the Class Period inflated the price of the Company's securities. The Complaint asserts that when this adverse information was finally disclosed to the market, the price of the Company's securities dropped, damaging shareholders. According to the Order entered on April 27, 2011, the motion to appoint the China Green Investor Group as Lead Plaintiff and Approve of Lead Plaintiffs Selection of Lead and Liaison Counsel was granted.  The lead plaintiff filed an Amended Complaint on June 13, 2011, expanding the alleged class period and naming certain company directors and underwriters as defendants in the action.  The defendants filed several motions to dismiss on October 7, 2011. On November 1, 2012, the Court issued an Order granting in part and denying in part defendants' motions to dismiss. On March 18, 2014, a Stipulation of Settlement between the parties was entered into the Court's Docket.  This Settlement was preliminarily approved by the Court on March 20th. ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
104835,CHE,2/6/2014,11/16/2011,2014,2,813,8082,6.7007313,6,CHE,"According to a press release dated January 12, 2012, the complaint charges The Company and certain of its officers and directors with violations of the Securities Exchange Act of 1934.  The complaint alleges that during the Class Period, defendants issued materially false and misleading statements regarding the Companys business and prospects.  Specifically, defendants misrepresented and/or failed to disclose the following adverse facts: (a) that the Company engaged in a scheme to fraudulently bill Medicare for hospice services for patients who did not qualify for hospice and fraudulently shifted the costs of those patients from health maintenance organizations that covered those patients prior to enrollment in hospice to the U.S. government (b) that a significant portion of the Companys hospice enrollments, revenues and earnings were the direct result of defendants scheme to enroll ineligible patients in hospice and fraudulently bill Medicare for hospice services (c) that, in a complaint filed under seal, a former manager had accused the Company of engaging in a Company-wide scheme to enroll ineligible patients in hospice and fraudulently bill Medicare (d) that the Company failed to maintain adequate internal controls and procedures with respect to hospice enrollments and Medicare billings (e) that the Companys financial results were materially overstated as a result of defendants?? fraudulent scheme to enroll ineligible patients in hospice and (f) that, as a result of the foregoing, defendants lacked a reasonable basis for their positive statements about the Company and its prospects. On November 16, 2011, a Bloombe",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
102523,CHTR,2/15/2005,7/17/2002,2005,2,944,4840,6.8501263,146.25,CHTR,"According to a press release dated January 15, 2008, a U.S. Supreme Court ruling on Tuesday makes it harder for investors to sue companies after a fraud, a decision that could make it tougher for swindled Enron investors to recover any money from the failed energy firm's bankers. In Stoneridge Investment Partners LLC vs. Scientific-Atlanta Inc. et al., Stoneridge sued after shares of Charter Communications Inc. fell once the cable operator admitted that it had fraudulently manipulated its quarterly reports by altering its business arrangements with Scientific-Atlanta and Motorola. The Supreme Court's majority opinion said Scientific-Atlanta's ""deceptive acts were not communicated to the public."" Therefore, the petitioner ""cannot show reliance upon any of respondents' actions except in an indirect chain that we find too remote for liability,"" according to the opinion, which was written by Anthony Kennedy and joined by John Roberts Jr., Antonin Scalia, Clarence Thomas and Samuel Alito Jr. The decision from the high court is the latest in a string of disappointments for investors, as justices decided 5-to-3 that shareholders can not necessarily sue third parties that help companies deceive investors.  According to a press release dated May 31, 2006, the Eighth U.S. Circuit Court of Appeals affirmed a district court's dismissal of a securities fraud class action as to claims against third-party vendors not alleged to have made material misrepresentations or omissions to the shareholders of a company. The Eighth Circuit ruled that the third-party vendors could at most be liable for aiding and abetting, which does not give rise to a securities fraud claim. Stoneridge Investment Partners, on behalf of investors who purchased Charter Communications Inc. stock, sued Charter for securities fraud, alleging Charter participated in a fraudulent scheme to falsely inflate its financial health by delaying the disconnection of customers who were no longer paying their bills and entering into sham transactions with equipment vendors. Stoneridge named the vendors, Scientific-Atlanta Inc. and Motorola Inc (the vendors), alleging violations of the Securities Exchange Act of 1934 ?10(b) and Rule 10b-5. Specifically, Stoneridge claimed that Charter, a provider of cable services, engaged in sham transactions where Charter paid an additional $20 per vendor-provided set-top boxes to the vendors, and the vendors agreed to pay Charter additional payments in the form of advertising fees. &The Eighth Circuit ruled that the claims against the vendors were aiding and abetting claims that are not covered by ?10(b) and Rule 10b-5. According to the Companys Form 10-K for the fiscal year ended December 31, 2005, on June 30, 2005, the Court issued its final approval of the settlements. At the end of September 2005, after the period for appeals of the settlements expired, Stipulations of Dismissal were filed with the Eighth Circuit Court of Appeals resulting in the dismissal of the two appeals with prejudice. Procedurally therefore, the settlements are final. As amended, the Stipulations of Settlement provided that, in exchange for a release of all claims by plaintiffs against Charter and its former and present officers and directors named in the Actions, Charter would pay to the plaintiffs a combination of cash and equity collectively valued at $144 million, which was to include the fees and expenses of plaintiffs counsel. Of this amount, $64 million was to be paid in cash (by Charters insurance carriers) and the $80 million balance was to be paid in shares of Charter Class A common stock having an aggregate value of $40 million and ten-year warrants to purchase shares of Charter Class A common stock having an aggregate warrant value of $40 million, with such values in each case being determined pursuant to formulas set forth in the Stipulations of Settlement. However, Charter had the right, in its sole discretion, to substitute cash for some or all of the aforementioned securities on a dollar for dollar basis. Pursuant to that right, Charter elected to fund the $80 million obligation with 13.4 million shares of Charter Class A common stock (having an aggregate value of approximately $15 million pursuant to the formula set forth in the Stipulations of Settlement) with the remaining balance (less an agreed upon $2 million discount in respect of that portion allocable to plaintiffs attorneys fees) to be paid in cash. In addition, Charter had agreed to issue additional shares of its Class A common stock to its insurance carrier having an aggregate value of $5 million however, by agreement with its carrier, Charter paid $4.5 million in cash in lieu of issuing such shares. As a result in 2004, the Company recorded a $149 million litigation liability within other long-term liabilities and a $64 million insurance receivable as part of other non-current assets on its consolidated balance sheet and an $85 million special charge on its consolidated statement of operations. In a press release dated March 9, 2005, Plaintiff's Counsel announced that the Class Action Plaintiff in the action pending in the United States District Court, Eastern District of Missouri entitled, In re Charter Communications, Inc. Securities Litigation, MDL Docket No. 1506 (CAS), has entered into Stipulations of Settlement, dated as of January 24, 2005 with Settling Class Action Defendants Charter Communications, Inc., Individual Defendants, and Arthur Andersen LLP to resolve the issues raised in the Class Action.  The Settlement Hearing will be held on May 23, 2005, to determine: (1) whether the settlement of claims in the Class Action against the Settling Class Action Defendants for $146,250,000, consisting of cash in the amount of $66.25 million (plus accrued interest), Charter common stock having an aggregate value of $40 million and warrants to purchase Charter common stock having an aggregate value of $40 million subject to a potential upward adjustment, (as well as the adoption of certain corporate governance provisions), should be approved as fair, just, reasonable and adequate to all members of the Settlement Class (2) whether the proposed Plan of Allocation is fair, just, reasonable, and adequate (3) whether the application of Class Action Plaintiff's Counsel for an award of attorneys' fees and expenses should be approved (4) whether the Class Action Plaintiff should be granted a Compensatory Award and (5) whether the Class Action should be dismissed with prejudice as set forth in the Stipulations filed with the Court.  As summarized by the Companys FORM 10-K for the year ended December 31, 2004, fourteen putative federal class action lawsuits (the Federal Class Actions) were filed against Charter and certain of its former and present officers and directors in various jurisdictions allegedly on behalf of all purchasers of Charters securities during the period from either November 8 or November 9, 1999 through July 17 or July 18, 2002. In October 2002, Charter filed a motion with the Judicial Panel on Multidistrict Litigation (the Panel) to transfer the Federal Class Actions to the Eastern District of Missouri. On March 12, 2003, the Panel transferred the six Federal Class Actions not filed in the Eastern District of Missouri to that district for coordinated or consolidated pretrial proceedings with the eight Federal Class Actions already pending there. The Panels transfer order assigned the Federal Class Actions to Judge Charles A. Shaw. By virtue of a prior court order, StoneRidge Investment Partners LLC became lead plaintiff upon entry of the Panel??s transfer order. StoneRidge subsequently filed a Consolidated Amended Complaint. The Court ""bsequently consolidated the Federal Class Actions into a single action (the ??Consolidated Federal Class Action??) for pretrial purposes. On June 19, 2003, following a status and scheduling conference ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
102601,CI,1/24/2007,10/24/2002,2007,1,1553,6324,7.3479438,93,CI,"According to a press release dated August 15, 2007, on July 13, 2007, the U.S. District Court for the Eastern District of Pennsylvania granted final approval of an attorneys' fees award in the amount of $21,390,000, representing 23% of a $93 million securities fraud class settlement.  In a press release dated July 18, 2007, a federal judge has granted final approval of a $93 million settlement in a securities fraud suit against CIGNA Corp. that accused the company of hiding the fact that it was experiencing significant problems in an overhaul of its computer systems and that its stock price had plummeted by 45 percent when news of the problems was disclosed. In his 12-page opinion in In re CIGNA Corp. Securities Litigation, U.S. District Judge Michael M. Baylson of the Eastern District of Pennsylvania also approved a $6 million settlement in a related derivative and awarded more than $23.5 million in attorney fees and costs to the plaintiffs lawyers. In the class action suit, Baylson awarded more than $21.3 million in attorney fees to the plaintiffs' team, led by attorney Sherrie R. Savett of Berger & Montague, who represented the lead plaintiff, the Pennsylvania State Employees Retirement System (SERS). Baylson also awarded $720,000 in attorney fees to the plaintiffs lawyers in the derivative suit -- Robert I. Harwood and Daniella Quitt of Harwood Feffer in New York and Jacob A. Goldberg of Faruqi & Faruqi in Elkins Park, Pa. The fees were justified, Baylson found, because ""the amount of the settlement in this case is significant and represents one of the largest securities settlements in this district."" In a press release dated February 14, 2007, YOU ARE HEREBY NOTIFIED, pursuant to Rule 23 of the Federal Rules of Civil Procedure and an Order of the above Court dated January 24, 2007, that a hearing will be held on April 27, 2007 at 9:30 a.m. in Courtroom 3A, U.S. Courthouse, 601 Market Street, Philadelphia, PA 19106, to determine whether the proposed settlement of the above-captioned action (""Action"") for $93,000,000 in cash (the ""Settlement"") should be approved by the Court as fair, reasonable and adequate, and in the best interests of the Class whether to direct the parties to consummate the Settlement in accordance with the terms and conditions of the Stipulation and Agreement of Settlement (""Stipulation"") and to dismiss with prejudice the Action and the claims of the Class Members and whether to award Plaintiffs' Co-Lead Counsel attorneys' fees and reimbursement of out-of-pocket expenses whether to award reimbursement of costs and expenses for representation of the Class and whether the Plan of Allocation should be approved by the Court. Unless otherwise noted, defined terms in this Summary Notice of Pendency and Settlement of Class Action have the same meaning as those terms are defined in the Stipulation and the Notice of Pendency and Settlement of Class Action (""Notice""). In a press release dated December 8, 2006, CIGNA announced today that it has reached an agreement to resolve claims filed in federal court against the company and certain of its officers in 2002 on behalf of a class of CIGNA shareholders. The settlement, which specifies $93 million to be paid to the plaintiffs and their attorneys, is subject to a definitive written agreement by the parties and approval by the U.S. District Court for the Eastern District of Pennsylvania.  The settlement is also dependent upon a certain level of class participation.  A fairness hearing before the Court is expected to be held in April 2007 with final approval expected shortly thereafter. On March 20, 2006, the plaintiffs filed a Second Revised Consolidated Amended Class Action Complaint.  On April 6, 2006, the defendant Cigna filed a motion for summary judgment which was later denied in the Order entered on August 21, 2006.  On August 31, 2006, Cigna filed another motion for summary judgment which is currently pending before the court.  On May 30, 2006, the plaintiffs filed a motion to certify the class.  The motion was granted on August 21, 2006. According to the Companys FORM 10-K for the fiscal year ended December 31, 2005, in late 2002, several purported class action lawsuits were filed against CIGNA and certain of its officers by individuals seeking to represent a class of purchasers of CIGNA securities from May 2, 2001 to October 24, 2002. The complaints allege, among other things, that the defendants violated Section 10(b) of, and Rule 10b-5 under, the Securities Exchange Act of 1934 by misleading CIGNA shareholders with respect to the companys performance during the class period. Plaintiffs seek compensatory damages and attorneys fees. In 2003, these suits were consolidated in the United States District Court for the Eastern District of Pennsylvania as In re CIGNA Corp. Securities Litigation. CIGNAs motions to dismiss certain claims were granted in 2004 and 2005. In January 2006, the lead plaintiff filed an amended complaint to conform to Court Orders dismissing claims related to certain issues and statements.   The original complaint charges Cigna, its Chief Executive Officer, its President and Chairman of the Board, its Chief Financial Officer and Executive Vice President, and it"" Chief Accounting Officer with violations of Sections 10(b) and 20(a) of the Securities Exchange Act of 1934, and Rule 10b-5, by issuing a series of materially false and misleading statements to the market during the Class Period. As alleged in the Complaint, throughout the Class Period, defendants  issued press releases announcing CIGNA's quarterly and annual results of  operations and filed reports with the SEC, which reported its financial  performance and seemingly impressive earnings growth and represented  that operating income in 2002 was expected to be $1.1 billion. CIGNA's representations issued during the Class Period were materially  false and misleading when made because they failed to disclose that  CIGNA had failed to adequately reserve (by at least hundreds of millions  of dollars) for its obligations under the Guaranteed Minimum Death  Benefits (""GMDB"") reinsurance that it had provided, thereby artificially  inflating its earnings and net worth and its projected income figure was  lacking in any reasonable basis when made. On September 3, 2002, after the market closed CIGNA issued a press  release announcing that it has instituted a program ""to manage run-off  reinsurance exposure"" for its GMDB obligations, requiring it to take a  $720 million after-tax ($1.1 billion pre-tax) charge. In reaction to  the announcement, the price of CIGNA common stock dropped by 10% during the day, closing at $82.65 on September 3, 2002, down from an August 30, 2002 (the previous trading day) close of $85.12 per share. On September 4, 2002, Standard & Poors Rating Services issued a press  release announcing that it had place CIGNA's A+ counterparty credit  rating and CIGNA's financial strength ratings on CreditWatch with  negative implication. In reaction to this announcement, the price of  CIGNA common stock dropped 6%, closing at $",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
104071,CIT,3/13/2012,3/5/2008,2012,3,1469,6021,7.2923369,75,CIT,"According to a law firm press release, the complaint charges CIT and certain of its officers and directors with violations of the Securities Exchange Act of 1934. CIT is a leading commercial and consumer finance company, providing clients with financing and leasing products and advisory services in North America, Europe, Latin America and Asia Pacific. The complaint alleges that during the Class Period, defendants made false and misleading statements about the Company's financial condition. Specifically, CIT's public financial statements failed to account for tens of millions of dollars in loans to Silver State Helicopter (""Silver State""), which were highly unlikely to be repaid and should have been written off. On March 6, 2008, Keefe, Bruyette & Woods issued an analyst report on CIT lowering its first quarter 2008 earnings per share estimate by $.08 based on concerns that CIT would have to write down a significant portion of its private student loan portfolio, including the risk that the Company would have to charge off $179 million of private student loans made to students of Silver State, which recently filed for bankruptcy. As a result, CIT's stock price dropped $4.50 to close to $15.86 on March 6, 2008. On May 26, 2009, the Court entered the Order signed by Judge Barbara S. Jones consolidating three related actions and approving Pensioenfonds Horeca & Catering (PH&C) as lead plaintiff and approving PH&C's selection of Coughlin Stoia Geller Rudman & Robbins LLP as lead counsel.  On July 16, 2009, the lead plaintiff filed a Consolidated Complaint adding certain officers as defendants and adding claims from The Securities Act of 1933.  On September 11, 2009, the defendants responded by filing a motion to dismiss the Consolidated Amended Complaint. On November 9, 2009, defendant CIT Group Inc. filed a suggestion of bankruptcy, and on November 16, 2009, the lead plaintiff filed a Notice of Dismissal of Defendant CIT Group Inc.   On June 10, 2010, the Court entered the Opinion and Order signed by Judge Barbara S. Jones denying the defendants?? motion to dismiss.  The plaintiffs filed a motion to certify the class on November 19, 2010. The plaintiffs filed leave to file an amended motion for class certification, which was granted on September 9, 2011. Plaintiffs' original motion for class certification was dismissed as moot. On March 13, ",CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0
103974,CLZR,1/16/2009,8/21/2006,2009,1,879,3840,6.7787848,3.85,CLZR,"According to a press release dated April 02, 2008, the complaint charges Candela and certain of its officers and directors with violations of the Securities Exchange Act of 1934 (the Exchange Act). Candela engages in the development and commercialization of laser and light-based systems that allow physicians and personal care practitioners to treat various cosmetic and medical conditions worldwide. The complaint alleges that, during the Class Period, defendants issued materially false and misleading statements regarding the Companys business and financial results. According to the complaint, the true facts, which were known by defendants but concealed from the investing public, were as follows: (i) that the Company was quickly losing market share to competitors as it lacked a competitive multi-configuration/multi-application device and (ii) that the Company had received communications from Palomar Medical Technologies, Inc. (Palomar) regarding the alleged infringement of Palomars patents by Candela, which was material information for investors as Palomar had made it a pattern and practice of suing the cosmetic laser industry for infringement and had successfully forced numerous competitors to license its technology and, at a minimum, the prospect of patent litigation presented increased costs to the Company and (iii) based on the foregoing, defendants lacked a reasonable basis for their positive statements about the Company, its earnings and prospects. On August 21, 2006, after the close of the market, Candela issued a press release announcing its financial results for its fourth fiscal quarter and fiscal year 2006. For the fourth quarter, the Company reported net income of $0.10 per share  far below analysts earnings expectations of $0.23 per share. In response to the announcement, the price of Candela stock declined from $14.49 per share to $10.33 per share on extremely heavy trading volume. According to the Companys FORM 10-Q for the quarterly period ended December 27, 2008, on April 2 and April 22, 2008, respectively, two substantially similar putative class action lawsuits, entitled Western Pa. Elec. Employees Pension Fund, et al., 1:08-cv-10551-DPW (Western Pa.) and Caballero v. Candela Corp., et al., Civ. No. 1:08-cv-10673-DPW  (Caballero), were filed against Candela and two of its officers in the United States District Court for the District of Massachusetts purporting to assert claims for violations of ??10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder, and seeking, among other things, compensatory damages and reasonable costs and expenses.  On July 10, 2008, the court consolidated the cases (the Consolidated Class Action) and appointed lead plaintiff and lead counsel.  On August 25, 2008, lead plaintiff filed a consolidated amended complaint purporting to be brought on behalf of all open-market purchasers of Candela common stock from November 1, 2005 through August 21, 2006, and alleging that Candela made certain false and misleading statements to investors expressing optimism regarding its financial condition and failed to disclose (i) the possibility that Palomar, one of Candela??s leading competitors, would initiate patent enforcement litigation against Candela and (ii) that Candela was purportedly l",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
102595,CMA,6/29/2005,10/1/2002,2005,6,1002,6021,6.9097533,15,CMA,"According to the Order and Final Judgment, entered on November 30, 2005, from U.S. District Judge Honorable Marianne O. Battani of the U.S. District Court for the Eastern District of Michigan, the case is settled.   The action is dismissed with prejudice and without costs, except as provided in the Stipulation.  Further, the Plan of Allocation is approved, and Plaintiffs Counsel are awarded 27% of the Gross Settlement Fund in fees, and $84,198.65 in reimbursement of expenses. By the Notice of Pendency dated July 29, 2005, the settlement in In re Comerica, Inc./Imperial Bancorp Securities Litigation, Case No. 02-CV-60211 will provide a $6.0 million settlement fund for the benefit of investors who held Imperial Bancorp shares and received Comerica stock as a result of the merger between Imperial and Comerica on January 29, 2001, or who purchased, held, received or otherwise acquired shares traceable to the merger share exchange. The Court will hold a Final Settlement Hearing on Monday, October 24, 2005.  At this hearing the Court will consider whether the settlement is fair, reasonable and adequate.  At the Final Settlement Hearing, the Court also will consider the proposed Plan of Allocation for the proceeds of the Settlement and the application of Plaintiffs Lead Counsel for attorneys fees and reimbursement of expenses. The original complaint charges Comerica and certain of its executive officers with issuing false and misleading statements concerning the Company's business and financial condition.  Specifically, the complaint alleges that Defendants artificially inflated Comerica's revenue by overstating the value of its Munder Capital Management subsidiary and under-accruing Comerica's loan loss reserves. Defendants' material misreprese",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
103486,CMA,6/29/2005,10/1/2002,2005,6,1002,6021,6.9097533,15,CMA,"According to the Order and Final Judgment, entered on December 1, 2005, from U.S. District Judge Honorable Marianne O. Battani of the U.S. District Court for the Eastern District of Michigan, the case is settled.   The action is dismissed with prejudice and without costs, except as provided in the Stipulation.  Further, the Plan of Allocation is approved, and Plaintiffs Counsel are awarded 27% of the Gross Settlement Fund in fees, and $266,824.13 in reimbursement of expenses. By the Notice of Settlement, the settlement in In re Comerica Inc. Securities Litigation, Case No. 02-CV-60233 will provide a $15.0 million settlement fund for the benefit of investors who purchased or otherwise acquired Comerica common stock between July 17, 2002 and October 1, 2002, inclusive.  The Court will hold a Final Settlement Hearing on Monday, October 24, 2005.  At this hearing the Court will consider whether the settlement is fair, reasonable and adequate.  At the Final Settlement Hearing, the Court also will consider the proposed Plan of Allocation for the proceeds of the Settlement and the application of Plaintiffs Lead Counsel for attorneys fees and reimbursement of expenses. The original Complaint alleges that defendants violated Sections 10(b) and 20(a) of the Securities Exchange Act of 1934, and Rule 10b-5 promulgated thereunder, by issuing a series of material misrepresentations to the market between July 17, 2002 and October 1, 2002, thereby artificially inflating the price of Comerica defendants issued statements regarding the Company's financial performance and filed a quarterly report with the SEC which described the Company's increasing revenues and financial performance. These statements were materially false and misleading because they failed to disclose and/""r misrepresented the following adverse facts, among others: (i) that the Company had materially overstated its net income by approximately $23 million in the second quarter of 2002 (ii) that the Company lacked adequate internal controls and was therefore unable to ascertain the true financial condition of the Company and (iii) that as a result, the value of the Company's net income and financial results were materially overstated at all relevant times.    The complaint further alleges that on or around October 2, 2002, before the market opened for trading, the Company issued a press release announcing that it will record a $328 million charge ""related to",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
102429,CMS,5/22/2007,5/10/2002,2007,5,1838,4931,7.5164332,200,CMS,"On December 18, 2007, the Court entered the Order from the U.S. Court of Appeals for the Sixth Circuit granting the motion to dismiss the appeal. According to the Companys FORM 10-Q for the quarterly period ended September 30, 2007, on September 6, 2007, the court issued a final order approving the settlement. The remaining settlement amount was paid following the September 6, 2007 hearing. On October 5, 2007, two former officers of Consumers filed an appeal of the order approving the settlement of the shareholder litigation. Based on the objections they filed in the District Court and comments made on the record at the fairness hearing on September 6, 2007, they are not challenging the amount of the settlement. Their principal complaint was with the exclusion of all present and former officers and their immediate families from participation in the settlement. It is not anticipated that the appeal will result in changes to any material terms of the settlement approved by the District Court. As summarized by the same SEC filing, Beginning in May 2002, a number of complaints were filed against CMS Energy, Consumers and certain officers and directors of CMS Energy and its affiliates in the United States District Court for the Eastern District of Michigan. The cases were consolidated into a single lawsuit (the Shareholder Action), which generally seeks unspecified damages based on allegations that the defendants violated United States securities laws and regulations by making allegedly false and misleading statements about CMS Energys business and financial condition, particularly with respect to revenues and expenses recorded in connection with round-trip trading by CMS MST. In January 2005, the court granted a motion to dismiss Consumers and three of the individual defendants, but denied the motions to dismiss CMS Energy and the 13 remaining individual defendants. In March 2006, the court conditionally certified a class consisting of all persons who purchased CMS Common Stock during the period of October 25, 2000 through and including May 17, 2002 and who were damaged thereby. The court excluded purchasers of CMS Energys 8.75 percent Adjustable Convertible Trust Securities (ACTS) from the class and, in response, a new class action lawsuit was filed on behalf of ACTS purchasers (the ACTS Action) against the same defendants named in the Shareholder Action. The settlement described i"" the following paragraph has resolved both the Shareholder and ACTS Actions. On January 3, 2007, CMS Energy and other parties entered into a Memorandum of Understanding (the ??MOU??), subject to court approval, regarding settlement of the two class action lawsuits. The settlement was approved by a special committee of independent directors and by the full board of directors of CMS Energy. Both judged that it was in the best interests of shareholders to eliminate this business uncertainty. Under the terms of the MOU, the litigation was settled for a total of $200 million, including the cost of administering",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
