,number,tic,class_end,webpagedate,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,settle_date,cret,car,bhar,ceyr,styr,setp_sum,gc_opinion_sum,month,gap,lgap,year,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,optrfr_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,fcf_st,size_st,debtratio_st,m2b_st,gc_opinion,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,optrfr_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,fcf_ce,size_ce,debtratio_ce,m2b_ce,at_log_ce,at_log_st,prc,vol,shrout,vwretd,sprtrn,vt,share turnover,news_st,news_ce,news_winner_st,news_winner_ce
10,101779,AMCC,2/5/2001,6/21/2005,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,3/17/2005,-9.6317261,-7.395769400000001,-7.036324799999999,2001,2005,-29.25,0.0,3,50.03333333333333,7.313886599999999,2005,65904,3/31/2005,2004,7.005240364690327,27.493000000000002,977.198,0.013999999999999999,48.396,-2.1541650878757723,0.0,3.8,-29.25,0.764,396.25800000000004,0.0,1011.3158,3674,3,841.467,-445.209,5.995802624031203,6.9190075339999995,0.0007968560000000001,0.917380612,0.0,2000.0,8.603972174737883,78.217,5238.101,2.266,377.157,1.2612978709452054,0.0,0.0,0.0,3.943,1208.226,0.0,4947.063,977.6210000000001,230.605,0.0,8.506549346,0.000647317,0.907172347,8.603972175,7.005240365,3.27,5938733,308080,0.002439,0.001801,702707922,7.732337121374596,2.0,7.0,0,0
11,101803,CSCO,2/6/2001,12/5/2006,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,8/28/2006,4.31654474,1.99091624,2.01398683,2001,2006,0.0,0.0,8,67.63333333333334,7.615298299999999,2006,20779,7/31/2006,2006,10.598258414212172,772.0,14546.0,6332.0,1293.0,8.753371421000903,7.893572073504902,4.3,0.0,718.0,3244.0,0.156,38762.8366,3576,7,3520.0,509.0,0.0,10.56521725,0.146184924,2.501094771,0.0,2002.0,10.539932097726277,2181.0,9991.0,0.0,1437.0,0.0,8.001019961323651,0.0,0.0,608.0,3073.0,0.0,28139.37,3098.0,1633.0,0.0,10.24492494,0.0,2.548659082,10.5399321,10.59825841,21.41,14677300,1373479,0.005565,0.005166,1620791500,6.868163309857885,17.0,143.0,1,1
12,102030,CVS,6/27/2001,9/8/2005,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,6/6/2005,7.14025147,4.18982042,4.30504054,2001,2005,40.2,0.0,6,48.0,7.2723985,2005,7241,12/31/2005,2005,9.63452255105715,1495.4,8222.6,1594.1,589.1,7.5682242971515,7.610605235003468,4.3,0.0,591.0,3244.0,0.0,21514.0174,5912,12,3060.7,509.0,0.0,9.976459973999999,0.126653755,1.407672206,0.0,2001.0,9.062791187583457,713.6,4525.6,810.4,320.8,6.729585093310658,7.020726757641298,0.0,1.4,397.0,2388.2,0.0,11570.2552,1972.5,415.7,0.0,9.356192877,0.09698430699999999,1.34098134,9.062791188,9.634522551,58.06,3234700,405028,0.001709,0.0012460000000000001,255623900,6.44750630203983,0.0,0.0,0,0
13,102156,AET,6/7/2001,9/13/2005,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,5/10/2005,3.42100918,-4.29012,-4.541499,2001,2005,-115.4,0.0,5,47.766666666666666,7.267525200000001,2005,1177,12/31/2005,2005,10.598258414212172,271.6,10104.9,1155.7,204.4,7.381315077555639,7.864611972602954,4.0,0.0,247.0,3244.0,0.0,26713.3075,6324,12,3548.1,-783.0,8.23031079913502,10.19291713,0.036193271,0.602131147,0.0,2001.0,10.539932097726277,142.6,9890.3,1591.3,597.6,7.372306571216138,0.0,0.0,0.0,106.0,3073.0,0.0,4759.3353,3098.0,848.5,0.0,8.467863295,0.036788725,0.11002946,10.5399321,10.59825841,77.3,1959100,290446,-0.009781999999999999,-0.010705,211866000,6.592291605694446,14.0,21.0,1,1
14,102303,RCII,10/8/2001,8/24/2010,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,10/30/2007,-6.4576785999999995,5.01691532,4.51763569,2001,2007,-222.65,0.0,10,73.76666666666667,7.7021046,2007,31460,12/31/2007,2007,7.873576091696048,101.961,947.091,1272.77,648.893,7.148950906664089,5.708106446136256,4.72,-58.35,19.759,0.0,0.0,968.5421,7350,12,0.0,0.0,6.71958424731929,6.875791951,0.484506135,0.368695514,0.0,2001.0,7.390132044291014,57.532,405.37800000000004,700.6569999999999,411.301,6.554653942096694,5.466311778195945,0.0,-27.691999999999997,21.526,0.0,0.0,856.1021,0.0,0.0,6.343579861718197,6.752389645,0.433667095,0.528484184,7.390132044,7.873576092,16.08,1549396,66885,-0.006901999999999999,-0.006462999999999999,107081732,7.378372945293521,7.0,7.0,1,0
15,102326,TYC,2/1/2002,7/10/2013,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,6/27/2007,-4.2128160999999995,-5.3459208,-5.4265231,2002,2007,-489.0,0.0,6,65.73333333333333,7.5868034,2007,10787,9/30/2007,2007,10.398641006907823,669.0,14546.0,4076.0,1151.0,8.40200678160712,7.323170717943469,4.52,-160.0,650.0,3244.0,0.0,22006.0307,3669,9,3548.1,-783.0,8.23031079913502,9.999071818,0.135791559,0.6706088889999999,0.0,2002.0,10.539932097726277,2181.0,9991.0,12299.808,1437.0,9.628664250590825,8.001019961323651,0.0,0.0,608.0,-51.1,0.0,28139.37,0.0,-51.1,7.472500744737558,10.24492494,0.369794141,0.42988763700000004,10.5399321,10.39864101,33.81,12173210,1373479,0.009351,0.009009,1163956636,6.375243388785136,0.0,0.0,0,0
16,102331,WMB,1/29/2002,2/12/2007,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,10/5/2006,4.80068921,3.48012721,3.42297417,2002,2006,-251.4,0.0,10,57.0,7.444248700000001,2006,11506,12/31/2006,2006,10.142598936731877,1551.0,6073.2,7622.0,865.5,8.988957769281452,7.117367696011995,4.7,-160.0,79.0,1628.4,0.0,15596.252,4922,12,1247.1,381.3,0.0,9.654785908,0.315485938,0.613967657,0.0,2002.0,10.46277471505156,1823.8,4777.7,11896.4,775.1,9.4711033550767,6.992280234051825,0.0,0.0,36.0,1577.6,0.0,1395.09,-188.0,1633.0,0.0,7.240714207999999,0.370956171,0.039872815,10.46277472,10.14259894,23.68,6345600,595800,0.005072,0.002222,529359600,6.78951821279449,1.0,10.0,0,0
17,102365,CRN,3/5/2002,2/14/2006,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,8/26/2005,0.56100935,1.94279082,1.89214699,2002,2005,-5.4,0.0,8,42.333333333333336,7.146772400000001,2005,63707,12/31/2005,2005,6.235641340750008,51.128,165.46099999999998,266.659,15.2,5.621704363620594,3.400063405620952,4.28,0.0,0.175,57.286,0.0,190.56400000000002,8744,12,107.59700000000001,-50.31100000000001,3.788136380711277,5.249988096,0.541215915,0.373195359,0.0,2002.0,6.089704521777937,11.114,159.952,232.25799999999998,9.779,5.480172147752548,3.5772493254425144,0.0,0.0,3.3689999999999998,95.988,0.0,114.939,97.814,-1.8259999999999998,3.4933814682033497,4.744401553,0.543605013,0.260460784,6.089704522000001,6.235641341,14.36,16800,13399,-0.00672,-0.006013,7962500,6.387318222525509,1.0,8.0,0,0
18,102390,SWC,4/1/2002,9/10/2009,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,5/2/2007,-17.241380399999997,-18.8975913,-18.3072845,2002,2007,0.0,0.0,5,61.9,7.5267177,2007,31203,12/31/2007,2007,6.60989761030685,87.876,517.404,126.84100000000001,83.272,4.852420812645534,0.0,4.5,0.0,0.0,195.842,0.0,892.6323,1090,12,198.74900000000002,-2.907,0.0,6.794174738,0.17247951600000003,1.2023489809999999,0.0,2002.0,6.818064679716068,57.169,559.214,198.86599999999999,38.99,5.395112806443673,3.939424141776085,0.0,0.0,0.4,46.692,0.0,233.1905,22.283,24.409000000000002,2.12835074638271,5.451855716,0.24100156,0.255072117,6.81806468,6.60989761,15.39,623450,91636,0.008281,0.0064719999999999995,82706200,6.805225640385898,6.0,9.0,1,0
19,102409,TXT,9/26/2001,12/13/2006,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2/21/2006,6.2681092000000005,4.74741956,4.89455544,2001,2006,0.0,0.0,2,53.63333333333333,7.383367999999999,2006,10519,12/31/2006,2006,9.772809228894012,431.0,2639.0,5685.0,290.0,8.830835365537549,7.253470382684528,4.0,0.0,175.0,0.0,0.0,11777.1369,3721,12,0.0,0.0,7.00033446027523,9.37391538,0.38985755,0.6710619320000001,0.0,2001.0,9.683588731386807,532.0,3923.0,3694.0,400.0,8.665785595466064,6.853299093186078,0.0,0.0,126.0,0.0,0.0,5856.2665,0.0,0.0,6.535241271013659,8.675267563,0.36138798899999997,0.36483095600000004,9.683588731,9.772809229,77.3,563900,132372,-0.002571,-0.003271,97390300,6.600865754530216,12.0,56.0,1,1
20,102412,DYN,4/24/2002,2/22/2012,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,3/10/2005,-2.1582767000000005,5.65386201,5.40648524,2002,2005,-489.0,0.0,3,35.03333333333333,6.9574976,2005,25495,12/31/2005,2005,9.222861652529854,195.0,2140.0,4228.0,220.0,8.366137716496281,3.367295829986474,4.2,-160.0,45.0,1590.0,0.0,1937.481,1311,12,950.0,509.0,0.0,7.569143955,0.424550662,0.191337251,0.0,2002.0,9.904986428659864,947.0,2087.0,5665.0,449.0,8.783549477153265,0.0,0.0,-27.691999999999997,12.0,838.0,0.0,436.6743,418.0,420.0,0.0,6.079187608,0.325811283,0.021801012999999998,9.904986429,9.222861652999999,4.22,2091900,283136,-0.00028900000000000003,0.0018559999999999998,436258300,7.340062430437438,17.0,51.0,1,1
21,102438,KGC,4/4/2002,1/29/2009,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,11/10/2008,-5.4077991999999995,17.96039427,10.85971777,2002,2008,-19.1,0.0,11,80.4,7.7882112999999995,2008,8644,12/31/2008,2008,8.907544661714354,714.7,4776.9,783.8,298.5,6.857408904545399,5.94672865326659,2.9,-19.1,75.3,573.4,0.0,12146.848,1040,12,526.3,47.1,0.0,9.404824991,0.128717428,1.6442433840000001,0.0,2002.0,6.393590753950631,22.6,418.9,34.6,85.3,4.05871738457895,0.0,0.0,0.0,6.8,172.4,0.0,1000.335,62.0,110.4,0.0,6.908090222999999,0.09682274199999999,1.672801003,6.393590754,8.907544662000001,13.6,9192900,658958,-0.013297999999999999,-0.012653,1000467000,7.325317649259994,8.0,6.0,1,0
22,102490,CRY,6/26/2002,11/9/2005,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,8/29/2005,9.65516973,16.33139558,16.59310886,2002,2005,-10.664000000000001,0.0,8,38.666666666666664,7.056175200000001,2005,27823,12/31/2005,2005,4.341321820787708,0.9890000000000001,50.618,0.013999999999999999,4.7589999999999995,-0.5905905922348533,0.0,0.0,-10.664000000000001,0.21600000000000003,23.921999999999997,0.0,82.4646,3842,12,19.689,4.2330000000000005,0.0,4.41236911,0.007212695999999999,1.073631996,0.0,2002.0,4.667337147199162,4.1,79.8,0.971,5.222,2.167910189667444,0.0,0.0,0.0,2.8739999999999997,37.816,0.0,133.6904,66.668,-28.851999999999997,0.0,4.895526679,0.08213205,1.2563234159999999,4.667337147,4.341321821,7.65,65000,23714,0.006148,0.005958,13253500,6.3259513563935235,12.0,14.0,1,1
23,102501,SONS,1/16/2002,6/16/2009,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,1/14/2009,-9.9378868,7.08879696,3.77818892,2002,2009,-43.772,0.0,1,85.16666666666667,7.8458076,2009,135965,12/31/2009,2009,6.292933023859951,6.612,414.23800000000006,0.064,10.335999999999999,-1.2552660987134867,0.0,2.12,0.0,-0.715,352.409,0.0,579.1866,7373,12,327.08799999999997,25.320999999999998,0.0,6.361624705,0.0007968560000000001,1.0711059170000001,0.0,2002.0,4.952532905440477,3.008,56.735,11.967,16.988,2.608082525315828,0.0,0.0,0.0,0.0,57.2,0.0,204.59400000000002,97.023,-39.823,0.0,5.321027528,0.095899896,1.4455568669999999,4.952532905,6.292933024,1.4,1926309,272997,-0.026691000000000003,-0.02939,316200100,7.054669714229703,15.0,11.0,1,0
24,102515,PMTR,5/3/2002,5/27/2005,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,3/17/2005,4.34783142,33.65164569,30.55784724,2002,2005,0.0,0.0,3,34.96666666666667,6.955592599999999,2005,138610,3/31/2005,2004,5.8406242153608225,10.909,125.171,18.533,22.023000000000003,4.5855183473227346,0.0,4.6,0.0,0.721,25.497,0.0,53.31,3670,3,56.247,-30.75,2.9149559635267033,3.976123931,0.285045669,0.167373101,0.0,2001.0,5.980716998561218,37.93,193.39700000000002,74.462,18.299,4.598407369608703,0.0,0.0,0.0,1.8119999999999998,137.335,0.0,352.3296,131.851,5.484,0.0,5.8645671010000004,0.25099817,0.890341753,5.980716999,5.840624215,1.2,125049,45162,0.002439,0.001801,24831052,6.30959422045274,2.0,10.0,0,0
25,102523,CHTR,7/17/2002,6/30/2005,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2/15/2005,5.17241571,12.94825751,12.13473105,2002,2005,-11.0,0.0,2,31.466666666666665,6.8501262999999994,2005,126136,12/31/2005,2005,9.706925073451831,1080.0,-45.798,9125.0,1319.0,9.18563775933581,6.025865973825314,4.0,-1.0,0.0,-108.425,0.0,507.8311,4841,12,-56.653,-569.0,0.0,6.230148912000001,0.760199958,0.167373101,0.0,2002.0,10.016101696905263,2181.0,41.0,12299.808,1437.0,9.628664250590825,5.855071922202427,0.0,0.0,0.0,-65.025,0.0,347.7106,-188.0,235.815,0.0,5.851370525,0.649440886,0.01553389,10.0161017,9.706925072999999,1.69,6114543,304796,0.002768,0.0033,1262351275,8.328843930942492,4.0,14.0,1,1
26,102550,T,8/22/2002,8/17/2006,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,3/2/2006,-2.94849,-10.774936199999999,-11.1565749,2002,2006,0.0,0.0,3,42.93333333333333,7.1608458,2006,9899,12/31/2006,2006,10.598258414212172,1551.0,14546.0,9125.0,1319.0,9.18563775933581,7.893572073504902,4.72,0.0,718.0,-108.425,0.0,38762.8366,4812,12,-56.653,-783.0,8.23031079913502,10.56521725,0.20129399899999997,0.824121025,0.0,2002.0,10.539932097726277,2181.0,9991.0,12299.808,1437.0,9.628664250590825,8.001019961323651,0.0,0.0,608.0,-65.025,0.0,28139.37,-188.0,1633.0,0.0,10.24492494,0.209242875,0.946182264,10.5399321,10.59825841,28.28,14677300,1373479,-0.00044500000000000003,-0.001626,1620791500,6.034896593118472,25.0,253.0,1,1
27,102567,LVLT,6/18/2001,10/2/2006,FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0,5/5/2006,-9.9047614,-7.821411400000001,-6.8158532,2001,2006,0.0,0.0,5,59.4,7.4854918,2006,13440,12/31/2006,2006,9.20974019190415,392.0,374.0,7357.0,730.0,8.904086913938967,0.0,0.0,0.0,0.0,1460.0,0.0,6599.1688,4813,12,242.0,509.0,0.0,8.794698981,0.736641985,0.660313068,0.0,2001.0,9.139488631004232,2181.0,4.072,6209.0,1077.0,8.734881892047483,0.0,0.0,0.0,0.0,642.0,0.0,1923.52,3098.0,-155.534,0.0,7.56191212,0.649440886,0.206474882,9.139488631,9.209740192,5.55,14677300,846844,0.010551999999999999,0.010295,1620791500,7.933779123044946,17.0,55.0,1,1
28,102574,CNC,7/15/2002,7/16/2012,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,10/18/2010,-2.5129976000000003,-6.9906335,-7.387193099999999,2002,2010,0.0,0.0,10,85.16666666666667,7.8458076,2010,145552,12/31/2010,2010,7.572442283589613,118.556,793.939,327.824,41.25,5.801033194636358,5.0566851992465285,2.7,0.0,53.938,-108.425,0.0,1257.2948,6324,12,-56.653,-8.651,3.5402634297851527,7.136717708,0.17009314399999997,0.646795845,0.0,2002.0,5.348663462484736,3.918,102.18299999999999,0.0,2.565,0.0,3.453346975986912,0.0,0.0,16.433,-8.84,0.0,17.2469,34.77,-43.61,4.0505668148762055,2.847632417,0.0,0.01553389,5.348663462,7.572442284,24.72,179300,51670,0.006289,0.007244,54174400,6.955086408802234,0.0,0.0,0,0
29,102590,S,10/17/2002,1/10/2007,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,9/14/2006,-0.6654175999999999,10.51252134,9.98457276,2002,2006,7.0,0.0,9,47.6,7.26403,2006,10984,12/31/2006,2006,10.598258414212172,1551.0,14546.0,9125.0,1319.0,9.18563775933581,7.893572073504902,4.72,0.0,247.0,506.0,0.0,38762.8366,4812,12,3548.1,-783.0,8.23031079913502,10.56521725,0.228013298,0.563233499,0.0,2002.0,10.045117314666792,2181.0,9991.0,2736.0,1437.0,8.164794804244766,7.5352967024440884,0.0,0.0,0.0,-65.025,0.0,13585.136,-188.0,1633.0,0.0,9.516731533,0.152540902,0.589555874,10.04511731,10.59825841,17.03,13472400,1373479,-0.002186,-0.001358,1620791500,6.585948008606338,1.0,41.0,0,1
